movie_title,imdb_score,title_year,num_voted_users,num_critic_for_reviews,num_user_for_reviews,color,director_name,director_facebook_likes,actor_1_name,actor_1_facebook_likes,actor_2_name,actor_2_facebook_likes,actor_3_name,actor_3_facebook_likes,cast_total_facebook_likes,movie_facebook_likes,duration,gross,language,country,content_rating,budget,aspect_ratio
Boynton Beach Club ,6,2005.0,746,35.0,27.0,Color,Susan Seidelman,39.0,Dyan Cannon,267.0,Michael Nouri,225.0,Brenda Vaccaro,183.0,1231,88,105.0,3123749.0,English,USA,R,1500000.0,1.85
Amnesiac ,4,2014.0,2157,30.0,15.0,Color,Michael Polish,35.0,Olivia Rose Keegan,216.0,Patrick Bauchau,158.0,Mia Barron,21.0,423,421,90.0,,English,USA,,3000000.0,
Freakonomics ,6,2010.0,5695,73.0,23.0,Color,Heidi Ewing,4.0,Greg Crowe,875.0,James Ransone,412.0,Tempestt Bledsoe,394.0,2305,0,93.0,100675.0,English,USA,PG-13,3000000.0,
The Omen ,8,1976.0,80961,154.0,310.0,Color,Richard Donner,503.0,Lee Remick,264.0,Patrick Troughton,139.0,Billie Whitelaw,108.0,673,7000,107.0,,English,UK,R,2800000.0,2.35
High Tension ,7,2003.0,55040,251.0,539.0,Color,Alexandre Aja,192.0,Cécile De France,447.0,Maïwenn,236.0,Oana Pellea,142.0,923,0,89.0,3645438.0,French,France,Unrated,2200000.0,2.35
Griff the Invisible ,6,2010.0,4173,57.0,32.0,Color,Leon Ford,18.0,Maeve Dermody,130.0,Patrick Brammall,96.0,Kelly Paterniti,39.0,362,0,90.0,,English,Australia,PG-13,,1.85
Unnatural ,4,2015.0,859,14.0,17.0,Color,Hank Braxtan,6.0,Q'orianka Kilcher,679.0,Gregory Cruz,234.0,Allegra Carpenter,29.0,964,369,89.0,,English,USA,R,3000000.0,2.35
Hustle & Flow ,7,2005.0,33567,159.0,206.0,Color,Craig Brewer,153.0,Isaac Hayes,275.0,Paula Jai Parker,247.0,Elise Neal,165.0,727,0,116.0,22201636.0,English,USA,R,8000000.0,1.85
Some Like It Hot ,8,1959.0,175196,181.0,350.0, Black and White,Billy Wilder,0.0,Nehemiah Persoff,105.0,Joe E. Brown,103.0,George Raft,102.0,527,10000,120.0,25000000.0,English,USA,Not Rated,2883848.0,1.66
Friday the 13th Part VII: The New Blood ,5,1988.0,21359,110.0,270.0,Color,John Carl Buechler,152.0,Kane Hodder,935.0,Terry Kiser,448.0,William Butler,181.0,1855,0,88.0,19170001.0,English,USA,R,2800000.0,1.85
The Wizard of Oz ,8,1939.0,291875,213.0,533.0, Black and White,Victor Fleming,149.0,Margaret Hamilton,695.0,Terry,421.0,Billie Burke,357.0,2509,14000,102.0,22202612.0,English,USA,Passed,2800000.0,1.37
Young Frankenstein ,8,1974.0,112671,129.0,315.0, Black and White,Mel Brooks,0.0,Madeline Kahn,1000.0,Peter Boyle,595.0,Teri Garr,481.0,2703,14000,106.0,86300000.0,English,USA,PG,2800000.0,1.85
Diary of the Dead ,6,2007.0,40800,280.0,332.0,Color,George A. Romero,0.0,Megan Park,569.0,Shawn Roberts,529.0,Joe Dinicol,192.0,1797,0,95.0,952620.0,English,USA,R,2000000.0,1.85
Lage Raho Munna Bhai ,8,2006.0,27569,15.0,106.0,Color,Rajkumar Hirani,124.0,Vidya Balan,464.0,Sanjay Dutt,426.0,Jimmy Shergill,327.0,1761,349,144.0,,Hindi,India,PG-13,120000000.0,2.35
Ulee's Gold ,7,1997.0,5744,61.0,57.0,Color,Victor Nunez,9.0,Peter Fonda,402.0,Patricia Richardson,222.0,Vanessa Zima,42.0,787,381,113.0,9054736.0,English,USA,R,2700000.0,1.66
The Black Stallion ,7,1979.0,8856,33.0,90.0,Color,Carroll Ballard,19.0,Teri Garr,481.0,Kelly Reno,81.0,Hoyt Axton,48.0,681,0,118.0,,English,USA,G,2700000.0,1.85
Sardaar Ji ,7,2015.0,745,1.0,8.0,Color,Rohit Jugraj,2.0,Bhavkhandan Singh Rakhra,258.0,Neeru Bajwa,85.0,Diljit Dosanjh,32.0,434,50,141.0,,Panjabi,Canada,,3000000.0,
Journey to Saturn ,6,2008.0,1828,2.0,6.0,Color,Thorbjørn Christoffersen,0.0,Iben Hjejle,122.0,Frank Hvam,33.0,Casper Christensen,13.0,197,77,90.0,,Danish,Denmark,Not Rated,,1.85
Donovan's Reef ,7,1963.0,5786,27.0,65.0,Color,John Ford,673.0,Lee Marvin,756.0,Cesar Romero,370.0,Jack Warden,359.0,1949,573,109.0,,English,USA,Not Rated,2686585.0,1.85
The Dress ,7,1996.0,1470,19.0,5.0,Color,Alex van Warmerdam,53.0,Rijk de Gooyer,20.0,Ariane Schluter,3.0,Henri Garcin,2.0,25,121,95.0,,Dutch,Netherlands,,2650000.0,1.85
A Guy Named Joe ,7,1943.0,1553,9.0,27.0, Black and White,Victor Fleming,149.0,Spencer Tracy,760.0,Esther Williams,675.0,Irene Dunne,315.0,2555,116,122.0,,English,USA,Passed,2627000.0,1.37
Blazing Saddles ,8,1974.0,95294,121.0,363.0,Color,Mel Brooks,0.0,Madeline Kahn,1000.0,David Huddleston,1000.0,Harvey Korman,628.0,4701,12000,93.0,119500000.0,English,USA,R,2600000.0,2.35
Friday the 13th: The Final Chapter ,6,1984.0,29488,166.0,326.0,Color,Joseph Zito,17.0,Judie Aronson,158.0,Tom Everett,84.0,Kimberly Beck,74.0,467,0,97.0,32600000.0,English,USA,R,1800000.0,1.85
Ida ,7,2013.0,34643,269.0,123.0, Black and White,Pawel Pawlikowski,84.0,Joanna Kulig,88.0,Agata Trzebuchowska,64.0,Agata Kulesza,46.0,205,17000,82.0,3826455.0,Polish,Poland,PG-13,,1.33
Maurice ,8,1987.0,10755,29.0,69.0,Color,James Ivory,133.0,Rupert Graves,443.0,Denholm Elliott,249.0,Simon Callow,239.0,1269,963,140.0,3130592.0,English,UK,R,2600000.0,1.66
Beer League ,6,2006.0,6930,20.0,53.0,Color,Frank Sebastiano,3.0,Joe Lo Truglio,833.0,Laurie Metcalf,549.0,Seymour Cassel,327.0,2753,323,86.0,475000.0,English,USA,R,2800000.0,
The Astronaut's Wife ,5,1999.0,45500,107.0,260.0,Color,Rand Ravich,7.0,Johnny Depp,40000.0,Charlize Theron,9000.0,Clea DuVall,1000.0,52621,1000,109.0,10654581.0,English,USA,R,34000000.0,1.85
Riding Giants ,8,2004.0,3849,74.0,37.0,Color,Stacy Peralta,147.0,Gerry Lopez,52.0,Gabrielle Reece,52.0,Laird John Hamilton,28.0,179,0,105.0,2276368.0,English,USA,PG-13,,
Timecrimes ,7,2007.0,40878,173.0,124.0,Color,Nacho Vigalondo,76.0,Karra Elejalde,123.0,Nacho Vigalondo,76.0,Bárbara Goenaga,36.0,239,0,66.0,38108.0,Spanish,Spain,R,2600000.0,1.85
Silver Medallist ,7,2009.0,1418,5.0,4.0,Color,Hao Ning,0.0,Jack Kao,11.0,Bo Huang,4.0,Zheng Xu,4.0,19,30,99.0,,Mandarin,China,,15000000.0,2.35
Timber Falls ,5,2007.0,5012,66.0,47.0,Color,Tony Giglio,6.0,Brianna Brown,331.0,Nick Searcy,272.0,Beth Broderick,209.0,1082,254,100.0,,English,USA,R,2600000.0,1.85
Singin' in the Rain ,8,1952.0,150020,169.0,568.0,Color,Stanley Donen,134.0,Rita Moreno,804.0,Debbie Reynolds,786.0,Cyd Charisse,390.0,2510,0,103.0,,English,USA,Approved,2540800.0,1.37
"Fat, Sick & Nearly Dead ",8,2010.0,6429,13.0,25.0,Color,Joe Cross,65.0,Joe Cross,65.0,Joel Fuhrman,2.0,Amy Badberg,0.0,67,10000,97.0,,English,Australia,,2500000.0,
A Haunted House ,5,2013.0,34620,129.0,107.0,Color,Michael Tiddes,89.0,Essence Atkins,713.0,Alanna Ubach,584.0,J.B. Smoove,555.0,3421,0,86.0,40041683.0,English,USA,R,2500000.0,1.85
2016: Obama's America ,5,2012.0,9010,30.0,199.0,Color,Dinesh D'Souza,67.0,Barack Obama,871.0,Zackary Steven Graham,118.0,Dinesh D'Souza,67.0,1111,0,87.0,33349949.0,English,USA,PG,2500000.0,1.85
Halloween II ,5,2009.0,36372,220.0,491.0,Color,Rob Zombie,0.0,Scout Taylor-Compton,908.0,Tyler Mane,764.0,Margot Kidder,593.0,3226,3000,119.0,33386128.0,English,USA,R,15000000.0,1.85
That Thing You Do! ,7,1996.0,50311,75.0,212.0,Color,Tom Hanks,15000.0,Tom Hanks,15000.0,Charlize Theron,9000.0,Ethan Embry,982.0,28713,0,149.0,25809813.0,English,USA,PG,26000000.0,1.37
Halloween III: Season of the Witch ,5,1982.0,28589,162.0,532.0,Color,Tommy Lee Wallace,24.0,Tom Atkins,381.0,Dan O'Herlihy,128.0,Nancy Kyes,67.0,684,0,98.0,14400000.0,English,USA,R,2500000.0,2.35
Escape from the Planet of the Apes ,6,1971.0,23546,74.0,92.0,Color,Don Taylor,11.0,Roddy McDowall,595.0,M. Emmet Walsh,521.0,Sal Mineo,450.0,2373,819,98.0,,English,USA,G,2500000.0,2.35
Hud ,8,1963.0,15277,65.0,120.0, Black and White,Martin Ritt,58.0,Patricia Neal,617.0,Melvyn Douglas,189.0,Whit Bissell,124.0,1141,1000,112.0,,English,USA,Approved,2500000.0,2.35
Kevin Hart: Let Me Explain ,7,2013.0,6062,26.0,30.0,Color,Leslie Small,15.0,David Jason Perez,1000.0,La'Princess Jackson,309.0,Dana Hanna,36.0,1385,0,75.0,32230907.0,English,USA,R,2500000.0,1.85
My Own Private Idaho ,7,1991.0,36996,63.0,153.0,Color,Gus Van Sant,835.0,Keanu Reeves,18000.0,Udo Kier,595.0,Flea,535.0,19923,0,104.0,6401336.0,English,USA,R,2500000.0,1.78
Garden State ,8,2004.0,187595,205.0,978.0,Color,Zach Braff,0.0,Armando Riesco,625.0,Michael Weston,379.0,Jill Flint,294.0,1655,0,102.0,26781723.0,English,USA,R,2500000.0,2.35
Before Sunrise ,8,1995.0,183288,121.0,395.0,Color,Richard Linklater,0.0,Hanno Pöschl,15.0,Hans Weingartner,12.0,Dominik Castell,4.0,36,22000,105.0,5400000.0,English,USA,R,2500000.0,1.85
Sur le seuil ,7,2003.0,1003,9.0,5.0,Color,Éric Tessier,0.0,Patrick Huard,50.0,Michel Côté,16.0,Jean Pierre Bergeron,6.0,79,39,99.0,,French,Canada,,3200000.0,1.85
Jesus' Son ,7,1999.0,6221,74.0,87.0,Color,Alison Maclean,7.0,Billy Crudup,745.0,Samantha Morton,631.0,Mark Webber,442.0,2125,500,107.0,1282084.0,English,USA,R,2500000.0,2.35
Saving Face ,8,2004.0,7776,54.0,84.0,Color,Alice Wu,13.0,Joan Chen,643.0,Ato Essandoh,265.0,Jessica Hecht,209.0,1396,774,96.0,1186323.0,English,USA,R,,1.85
Brick Lane ,7,2007.0,2560,80.0,29.0,Color,Sarah Gavron,34.0,Satish Kaushik,56.0,Christopher Simpson,41.0,Tannishtha Chatterjee,40.0,150,430,101.0,1094998.0,English,UK,PG-13,,2.35
Robot & Frank ,7,2012.0,52509,252.0,84.0,Color,Jake Schreier,14.0,Frank Langella,902.0,Joshua Ormond,291.0,Ana Gasteyer,215.0,1980,13000,89.0,3325638.0,English,USA,PG-13,2500000.0,2.35
My Life Without Me ,8,2003.0,21202,72.0,134.0,Color,Isabel Coixet,148.0,Sarah Polley,900.0,Julian Richings,648.0,Amanda Plummer,471.0,2972,0,106.0,395592.0,English,Spain,R,2000000.0,1.85
The Spectacular Now ,7,2013.0,105591,220.0,178.0,Color,James Ponsoldt,53.0,Shailene Woodley,8000.0,Jennifer Jason Leigh,1000.0,Dayo Okeniyi,478.0,10040,10000,95.0,6851969.0,English,USA,R,2500000.0,2.35
Marilyn Hotchkiss' Ballroom Dancing and Charm School ,7,1990.0,97,1.0,2.0,Color,Randall Miller,19.0,William Hurt,882.0,Elden Henson,577.0,Michael Bower,362.0,1967,16,34.0,333658.0,English,USA,,34000.0,
Religulous ,8,2008.0,52286,197.0,345.0,Color,Larry Charles,119.0,Bill Maher,334.0,Tal Bachman,4.0,Steve Burg,0.0,338,24000,101.0,12995673.0,English,USA,R,2500000.0,1.78
Fuel ,8,2008.0,578,14.0,34.0,Color,Joshua Tickell,9.0,Larry David,860.0,Sheryl Crow,130.0,George W. Bush,125.0,1252,588,112.0,173783.0,English,USA,Not Rated,2500000.0,1.85
Valley of the Heart's Delight ,7,2006.0,91,3.0,3.0,Color,Tim Boxell,10.0,Bruce McGill,655.0,Diana Scarwid,157.0,Tom Bower,107.0,1064,144,100.0,118666.0,English,USA,,2500000.0,1.85
Dodgeball: A True Underdog Story ,7,2004.0,185345,191.0,392.0, Black and White,Rawson Marshall Thurber,43.0,Gary Cole,989.0,Stephen Root,939.0,Joel David Moore,936.0,4730,0,92.0,114324072.0,English,USA,PG-13,20000000.0,2.35
Eye of the Dolphin ,6,2006.0,806,18.0,18.0,Color,Michael D. Sellers,0.0,Katharine Ross,640.0,Carly Schroeder,261.0,George Harris,249.0,1491,140,100.0,71904.0,English,USA,PG-13,2500000.0,1.85
8: The Mormon Proposition ,7,2010.0,1138,28.0,30.0,Color,Reed Cowan,0.0,Dustin Lance Black,191.0,Emily Pearson,12.0,Gavin Newsom,5.0,210,0,80.0,99851.0,English,USA,R,2500000.0,1.78
The Other End of the Line ,6,2008.0,4820,22.0,26.0,Color,James Dodson,8.0,Larry Miller,611.0,Anupam Kher,397.0,Shriya Saran,315.0,1739,0,106.0,115504.0,English,UK,PG-13,14000000.0,2.35
Anatomy ,6,2000.0,10220,62.0,110.0,Color,Stefan Ruzowitzky,24.0,Benno Fürmann,127.0,Rüdiger Vogler,10.0,Sebastian Blomberg,10.0,163,560,103.0,5725.0,German,Germany,R,8400000.0,2.35
Sleep Dealer ,6,2008.0,5699,47.0,40.0,Color,Alex Rivera,8.0,Leonor Varela,426.0,Jacob Vargas,399.0,Tenoch Huerta,35.0,862,0,90.0,75727.0,Spanish,USA,PG-13,2500000.0,1.85
Super ,7,2010.0,61787,238.0,203.0,Color,James Gunn,571.0,Linda Cardellini,2000.0,Rainn Wilson,973.0,Paul T. Taylor,370.0,4590,19000,96.0,322157.0,English,USA,R,2500000.0,1.85
Christmas Mail ,6,2010.0,858,2.0,7.0,Color,John Murlowski,20.0,Ashley Scott,794.0,Piper Mackenzie Harris,607.0,Lochlyn Munro,555.0,2579,190,89.0,,English,USA,TV-PG,2500000.0,
Stung ,5,2015.0,3119,95.0,23.0,Color,Benni Diez,2.0,Clifton Collins Jr.,968.0,Cecilia Pillado,625.0,David Masterson,577.0,3157,0,87.0,,English,Germany,Not Rated,2500000.0,2.35
Antibirth ,6,2016.0,63,10.0,2.0,Color,Danny Perez,0.0,Natasha Lyonne,1000.0,Emmanuel Kabongo,677.0,Mark Webber,442.0,2406,89,94.0,,English,USA,,3500000.0,
Get on the Bus ,7,1996.0,4100,28.0,35.0,Color,Spike Lee,0.0,Bernie Mac,1000.0,Harry Lennix,748.0,Andre Braugher,702.0,5963,352,120.0,5731103.0,English,USA,R,2400000.0,1.85
Thr3e ,5,2006.0,4057,25.0,90.0,Color,Robby Henson,9.0,Marc Blucas,973.0,Max Ryan,872.0,Justine Waddell,201.0,2306,250,101.0,978908.0,English,Poland,PG-13,2400000.0,2.35
Idiocracy ,7,2006.0,108052,121.0,434.0,Color,Mike Judge,406.0,Anthony 'Citric' Campos,586.0,Patrick Fischler,497.0,David Herman,233.0,1490,79000,84.0,438653.0,English,USA,R,,1.85
The Rise of the Krays ,5,2015.0,1510,10.0,26.0,,Zackary Adler,0.0,Simon Merrells,490.0,Kevin Leslie,159.0,Kris Sommerville,109.0,881,0,110.0,,English,UK,R,2500000.0,
This Is England ,8,2006.0,99177,172.0,192.0,Color,Shane Meadows,222.0,Stephen Graham,1000.0,Joseph Gilgun,788.0,Jack O'Connell,698.0,3282,11000,101.0,327919.0,English,UK,Unrated,1500000.0,1.85
Alien Uprising ,3,2012.0,2753,20.0,82.0,Color,Dominic Burns,15.0,Julian Glover,844.0,Sean Pertwee,722.0,Bianca Brigitte VanDamme,663.0,3132,0,101.0,,English,UK,R,2500000.0,2.35
Bathing Beauty ,6,1944.0,1079,8.0,28.0,Color,George Sidney,24.0,Esther Williams,675.0,Basil Rathbone,659.0,Red Skelton,226.0,1627,144,101.0,,English,USA,Passed,2361000.0,1.37
Go for It! ,4,2011.0,1015,8.0,10.0,Color,Carmen Marron,29.0,Jossara Jinaro,847.0,Aimee Garcia,618.0,Rene Rosado,76.0,1668,566,105.0,178739.0,English,USA,PG-13,2450000.0,1.85
"Dancer, Texas Pop. 81 ",7,1998.0,2189,15.0,63.0,Color,Tim McCanlies,23.0,Ethan Embry,982.0,Michael O'Neill,599.0,Alexandra Holden,326.0,2580,500,97.0,565592.0,English,USA,PG,,1.85
Show Boat ,7,1951.0,3538,14.0,46.0,Color,George Sidney,24.0,Agnes Moorehead,960.0,Ava Gardner,715.0,Howard Keel,244.0,2329,438,108.0,,English,USA,Approved,2295429.0,1.33
Redemption Road ,6,2010.0,440,12.0,9.0,Color,Mario Van Peebles,535.0,Tom Skerritt,1000.0,Cinda McCain,646.0,Luke Perry,608.0,3586,279,95.0,27012.0,English,USA,PG-13,,2.35
The Calling ,6,2014.0,6025,48.0,28.0,Color,Jason Stone,14.0,Topher Grace,2000.0,Ellen Burstyn,1000.0,Christopher Heyerdahl,826.0,4385,0,108.0,,English,USA,R,,
The Brave Little Toaster ,7,1987.0,19650,17.0,62.0,Color,Jerry Rees,115.0,Jon Lovitz,11000.0,Phil Hartman,516.0,Mindy Sterling,385.0,12359,0,90.0,,English,USA,Not Rated,2300000.0,
Fantasia ,8,1940.0,71321,99.0,230.0,Color,James Algar,11.0,Leopold Stokowski,16.0,Deems Taylor,0.0,,,16,3000,120.0,76400000.0,English,USA,G,2280000.0,1.37
The French Connection ,8,1971.0,82476,138.0,280.0,Color,William Friedkin,607.0,Roy Scheider,813.0,Fernando Rey,165.0,Tony Lo Bianco,109.0,1196,0,104.0,,English,USA,R,1800000.0,1.85
8 Days ,7,2014.0,44,,3.0,Color,Jaco Booyens,37.0,Nicole Smolen,210.0,Sebastian Aguilar,0.0,Ivette Alvarez,0.0,210,224,90.0,,English,USA,PG-13,2500000.0,
Friday the 13th Part III ,6,1982.0,31952,235.0,372.0,Color,Steve Miner,49.0,Richard Brooker,72.0,Dana Kimmell,31.0,Catherine Parks,20.0,174,0,91.0,36200000.0,English,USA,R,4000000.0,2.35
Friday the 13th: A New Beginning ,5,1985.0,22521,160.0,342.0,Color,Danny Steinmann,13.0,Tiffany Helm,42.0,Melanie Kinnaman,27.0,Dominick Brascia,17.0,170,1000,92.0,21300000.0,English,USA,R,2200000.0,1.85
The Last Sin Eater ,6,2007.0,1573,18.0,29.0,Color,Michael Landon Jr.,84.0,Henry Thomas,861.0,Louise Fletcher,425.0,A.J. Buckley,275.0,2161,285,117.0,379643.0,English,USA,PG-13,2200000.0,1.85
Do You Believe? ,6,2015.0,4977,11.0,63.0,Color,Jon Gunn,16.0,Alexa PenaVega,2000.0,Delroy Lindo,848.0,Madison Pettis,835.0,6752,13000,120.0,12985267.0,English,USA,PG-13,2300000.0,
Impact Point ,4,2008.0,1118,11.0,9.0,Color,Hayley Cloake,0.0,Brian Austin Green,676.0,Kayla Ewell,399.0,Linden Ashby,306.0,1651,77,90.0,,English,USA,R,2200000.0,
The Valley of Decision ,8,1945.0,1314,7.0,29.0, Black and White,Tay Garnett,10.0,Jessica Tandy,509.0,Greer Garson,284.0,Lionel Barrymore,275.0,1490,68,119.0,,English,USA,Passed,2160000.0,1.37
Eden ,5,2015.0,1351,5.0,4.0,Color,Shyam Madiraju,0.0,Jessica Lowndes,1000.0,Ethan Peck,800.0,Brad Schmidt,708.0,3799,452,90.0,,English,Spain,R,,
Chicken Tikka Masala ,6,2005.0,480,10.0,14.0,Color,Harmage Singh Kalirai,11.0,Saeed Jaffrey,114.0,Zohra Segal,79.0,Shobu Kapoor,18.0,244,172,90.0,,English,UK,,1200000.0,1.85
Always Woodstock ,5,2014.0,485,5.0,6.0,Color,Rita Merson,5.0,Ryan Guzman,3000.0,James Wolk,938.0,Jason Ritter,782.0,6085,107,97.0,,English,USA,,2400000.0,
Jack Brooks: Monster Slayer ,6,2007.0,5187,95.0,46.0,Color,Jon Knautz,10.0,Rachel Skarsten,371.0,Daniel Kash,52.0,Stefanie Drummond,42.0,558,870,90.0,,English,Canada,R,2500000.0,1.85
The Best Years of Our Lives ,8,1946.0,40359,97.0,235.0, Black and White,William Wyler,355.0,Myrna Loy,749.0,Teresa Wright,208.0,Dana Andrews,188.0,1941,0,172.0,23650000.0,English,USA,Not Rated,2100000.0,1.37
Bully ,7,2001.0,29424,76.0,336.0,Color,Larry Clark,184.0,Kelli Garner,730.0,Nick Stahl,648.0,Brad Renfro,551.0,3293,0,115.0,510092.0,English,USA,R,,1.85
Elling ,8,2001.0,12244,67.0,95.0,Color,Petter Næss,16.0,Jørgen Langhelle,117.0,Per Christian Ellefsen,21.0,Sven Nordin,14.0,155,0,89.0,313436.0,Norwegian,Norway,R,15500000.0,1.85
Mi America ,7,2015.0,22,4.0,1.0,Color,Robert Fontaine,7.0,Michael Derek,128.0,Arturo Castro,22.0,Brad Lee Wind,17.0,214,305,125.0,3330.0,English,USA,R,2100000.0,2.35
[Rec] ,8,2007.0,131462,252.0,374.0,Color,Jaume Balagueró,57.0,Manuela Velasco,120.0,Pablo Rosso,9.0,Carlos Lasarte,7.0,145,15000,78.0,,Spanish,Spain,R,1500000.0,1.85
Lies in Plain Sight ,6,2010.0,544,,4.0,Color,Patricia Cardoso,15.0,Rosie Perez,919.0,Martha Higareda,718.0,Cheyenne Haynes,650.0,3873,162,89.0,,English,USA,TV-PG,2100000.0,1.78
Sharkskin ,7,2015.0,6,1.0,1.0,Color,Dan Perri,0.0,Travis Myers,749.0,David Proval,354.0,Carmen Argenziano,338.0,1814,14,100.0,,English,USA,,2100000.0,2.39
Containment ,5,2015.0,1355,33.0,21.0,Color,Neil Mcenery-West,0.0,Walter Hendrix III,846.0,Michael Chapman,366.0,Louise Brealey,260.0,2044,275,77.0,,English,UK,,,
The Timber ,6,2015.0,1274,19.0,17.0,Color,Anthony O'Brien,7.0,James Ransone,412.0,Maria Doyle Kennedy,308.0,Shaun O'Hagan,106.0,1020,380,81.0,,English,USA,,2100000.0,2.35
From Russia with Love ,8,1963.0,89403,167.0,358.0,Color,Terence Young,92.0,Robert Shaw,559.0,Daniela Bianchi,201.0,Lois Maxwell,177.0,1456,0,115.0,24800000.0,English,UK,Approved,2000000.0,1.37
The Toxic Avenger Part II ,5,1989.0,4663,49.0,40.0,Color,Michael Herz,6.0,Phoebe Legere,40.0,Jessica Dublin,30.0,Lisa Gaye,14.0,99,321,96.0,792966.0,English,USA,R,2300000.0,1.33
In the Heat of the Night             ,7,,2258,1.0,24.0,Color,,,Carroll O'Connor,480.0,Alan Autry,360.0,Crystal R. Fox,213.0,1736,763,60.0,,English,USA,,,1.33
Sleeper ,7,1973.0,33335,66.0,128.0,Color,Woody Allen,11000.0,Woody Allen,11000.0,John Beck,66.0,Mews Small,45.0,11192,0,89.0,,English,USA,PG,2000000.0,1.85
It Follows ,7,2014.0,112899,533.0,631.0,Color,David Robert Mitchell,421.0,Maika Monroe,314.0,Ruby Harris,189.0,Jake Weary,159.0,1062,45000,100.0,14673301.0,English,USA,R,2000000.0,2.35
Everything You Always Wanted to Know About Sex * But Were Afraid to Ask ,7,1972.0,31077,50.0,78.0, Black and White,Woody Allen,11000.0,Woody Allen,11000.0,John Carradine,300.0,Lynn Redgrave,258.0,12034,0,88.0,,English,USA,R,2000000.0,1.85
To Kill a Mockingbird ,8,1962.0,215086,127.0,471.0, Black and White,Robert Mulligan,89.0,Robert Duvall,3000.0,Brock Peters,226.0,William Windom,161.0,3833,15000,129.0,,English,USA,Not Rated,2000000.0,1.85
Mad Max 2: The Road Warrior ,8,1981.0,133966,177.0,294.0, Black and White,George Miller,750.0,Vernon Wells,745.0,Bruce Spence,531.0,Kjell Nilsson,41.0,1396,0,87.0,9003011.0,English,Australia,R,2000000.0,2.35
The Legend of Drunken Master ,8,1994.0,34520,77.0,146.0,Color,Chia-Liang Liu,32.0,Andy Lau,483.0,Anita Mui,147.0,Ho-Sung Pak,75.0,768,0,102.0,11546543.0,Cantonese,Hong Kong,R,2000000.0,2.35
Lolita ,8,1962.0,67825,103.0,207.0, Black and White,Stanley Kubrick,0.0,James Mason,618.0,Shelley Winters,367.0,Lois Maxwell,177.0,1404,0,152.0,,English,UK,Not Rated,2000000.0,1.66
Boys Don't Cry ,8,1999.0,77551,123.0,434.0,Color,Kimberly Peirce,108.0,Alicia Goranson,173.0,Brendan Sexton III,148.0,Jeannetta Arnette,103.0,563,0,118.0,11533945.0,English,USA,R,2000000.0,1.85
Silent House ,5,2011.0,18566,218.0,154.0,Color,Chris Kentis,9.0,Eric Sheffer Stevens,120.0,Julia Taylor Ross,44.0,Adam Trese,32.0,218,0,86.0,12555230.0,English,France,R,2000000.0,1.85
The Lives of Others ,8,2006.0,259379,215.0,407.0,Color,Florian Henckel von Donnersmarck,207.0,Sebastian Koch,380.0,Ulrich Mühe,284.0,Martina Gedeck,155.0,927,39000,137.0,11284657.0,German,Germany,R,2000000.0,2.35
Courageous ,7,2011.0,15401,34.0,175.0,Color,Alex Kendrick,589.0,Ben Davies,690.0,Alex Kendrick,589.0,T.C. Stallings,341.0,2300,10000,129.0,34522221.0,English,USA,PG-13,2000000.0,2.35
The Hustler ,8,1961.0,62860,100.0,167.0, Black and White,Robert Rossen,31.0,George C. Scott,654.0,Jackie Gleason,491.0,Murray Hamilton,366.0,2290,0,134.0,,English,USA,Unrated,2000000.0,2.35
Boom Town ,7,1940.0,2269,12.0,34.0, Black and White,Jack Conway,6.0,Hedy Lamarr,1000.0,Spencer Tracy,760.0,Claudette Colbert,380.0,2555,236,119.0,,English,USA,Passed,1614000.0,1.37
The Triplets of Belleville ,8,2003.0,42462,167.0,312.0,Color,Sylvain Chomet,162.0,Michel Robin,23.0,Charles Linton,6.0,Béatrice Bonifassi,0.0,29,0,80.0,7002255.0,French,France,PG-13,9500000.0,1.66
Smoke Signals ,7,1998.0,8224,56.0,132.0,Color,Chris Eyre,149.0,Michael Greyeyes,912.0,Irene Bedard,752.0,Gary Farmer,580.0,3163,0,89.0,6719300.0,English,Canada,PG-13,2000000.0,1.85
American Splendor ,8,2003.0,41999,180.0,226.0,Color,Shari Springer Berman,30.0,Josh Hutcherson,14000.0,James Urbaniak,119.0,Daniel Tay,92.0,14412,0,101.0,6003587.0,English,USA,R,,1.85
Before Sunset ,8,2004.0,168398,211.0,492.0,Color,Richard Linklater,0.0,Vernon Dobtcheff,50.0,Albert Delpy,8.0,Marie Pillet,3.0,65,13000,80.0,5792822.0,English,USA,R,2700000.0,1.85
Amores Perros ,8,2000.0,173551,157.0,361.0,Color,Alejandro G. Iñárritu,0.0,Adriana Barraza,85.0,Jorge Salinas,79.0,Goya Toledo,35.0,318,11000,115.0,5383834.0,Spanish,Mexico,R,2000000.0,1.85
Thirteen ,7,2003.0,68222,126.0,545.0,Color,Catherine Hardwicke,308.0,Holly Hunter,1000.0,Sarah Clarke,482.0,Kip Pardue,374.0,2186,0,100.0,4599680.0,English,USA,R,1500000.0,1.85
Gentleman's Agreement ,7,1947.0,10791,61.0,113.0, Black and White,Elia Kazan,603.0,Dean Stockwell,936.0,Celeste Holm,297.0,John Garfield,167.0,1846,0,118.0,,English,USA,Approved,2000000.0,1.37
Winter's Bone ,7,2010.0,111658,365.0,297.0,Color,Debra Granik,81.0,Jennifer Lawrence,34000.0,Shelley Waggener,248.0,Lauren Sweetser,179.0,34446,20000,100.0,6531491.0,English,USA,R,2000000.0,1.85
